user_id,total_fees,num_transactions,months_active,avg_transaction_value,transaction_frequency,uLTV
17181,25.0,5,4,5.0,1.25,25.0
6164,25.0,5,5,5.0,1.0,25.0
10667,25.0,5,2,5.0,2.5,25.0
19098,25.0,5,1,5.0,5.0,25.0
17421,25.0,5,3,5.0,1.6666666666666667,25.0
19076,25.0,5,4,5.0,1.25,25.0
35078,25.0,5,1,5.0,5.0,25.0
6410,25.0,5,2,5.0,2.5,25.0
35175,25.0,5,3,5.0,1.6666666666666667,25.0
24652,25.0,5,1,5.0,5.0,25.0
21429,25.0,5,4,5.0,1.25,25.0
18789,25.0,5,2,5.0,2.5,25.0
6538,25.0,5,2,5.0,2.5,25.0
17365,25.0,5,4,5.0,1.25,25.0
17418,25.0,5,3,5.0,1.6666666666666667,25.0
6608,25.0,5,2,5.0,2.5,25.0
22079,25.0,5,1,5.0,5.0,25.0
24903,25.0,5,1,5.0,5.0,25.0
1375,25.0,5,1,5.0,5.0,25.0
13911,25.0,5,3,5.0,1.6666666666666667,25.0
1393,25.0,5,4,5.0,1.25,25.0
1658,25.0,5,5,5.0,1.0,25.0
31144,25.0,5,1,5.0,5.0,25.0
1017,25.0,5,4,5.0,1.25,25.0
33133,25.0,5,3,5.0,1.6666666666666667,25.0
30650,25.0,5,3,5.0,1.6666666666666667,25.0
14048,25.0,5,3,5.0,1.6666666666666667,25.0
2460,25.0,5,3,5.0,1.6666666666666667,25.0
872,25.0,5,3,5.0,1.6666666666666667,25.0
15291,25.0,5,4,5.0,1.25,25.0
1630,25.0,5,3,5.0,1.6666666666666667,25.0
1989,25.0,5,4,5.0,1.25,25.0
1420,25.0,5,4,5.0,1.25,25.0
15593,25.0,5,1,5.0,5.0,25.0
14334,25.0,5,4,5.0,1.25,25.0
30337,25.0,5,4,5.0,1.25,25.0
1666,25.0,5,2,5.0,2.5,25.0
500,25.0,5,3,5.0,1.6666666666666667,25.0
14213,25.0,5,4,5.0,1.25,25.0
13929,25.0,5,3,5.0,1.6666666666666667,25.0
30317,25.0,5,3,5.0,1.6666666666666667,25.0
30377,25.0,5,2,5.0,2.5,25.0
6743,20.0,4,3,5.0,1.3333333333333333,20.0
6757,20.0,4,2,5.0,2.0,20.0
19203,20.0,4,2,5.0,2.0,20.0
508,20.0,4,4,5.0,1.0,20.0
2701,20.0,4,4,5.0,1.0,20.0
35559,20.0,4,2,5.0,2.0,20.0
14403,20.0,4,1,5.0,4.0,20.0
9222,20.0,4,4,5.0,1.0,20.0
11977,20.0,4,4,5.0,1.0,20.0
24496,20.0,4,3,5.0,1.3333333333333333,20.0
11982,20.0,4,4,5.0,1.0,20.0
21123,20.0,4,2,5.0,2.0,20.0
35436,20.0,4,2,5.0,2.0,20.0
32083,20.0,4,1,5.0,4.0,20.0
6656,20.0,4,2,5.0,2.0,20.0
12015,20.0,4,3,5.0,1.3333333333333333,20.0
9259,20.0,4,4,5.0,1.0,20.0
44923,20.0,4,1,5.0,4.0,20.0
21194,20.0,4,2,5.0,2.0,20.0
1404,20.0,4,2,5.0,2.0,20.0
6770,20.0,4,1,5.0,4.0,20.0
32070,20.0,4,1,5.0,4.0,20.0
7106,20.0,4,2,5.0,2.0,20.0
21354,20.0,4,2,5.0,2.0,20.0
9022,20.0,4,2,5.0,2.0,20.0
17850,20.0,4,2,5.0,2.0,20.0
19069,20.0,4,4,5.0,1.0,20.0
24120,20.0,4,2,5.0,2.0,20.0
590,20.0,4,2,5.0,2.0,20.0
21292,20.0,4,1,5.0,4.0,20.0
1367,20.0,4,5,5.0,0.8,20.0
21281,20.0,4,3,5.0,1.3333333333333333,20.0
6974,20.0,4,5,5.0,0.8,20.0
31547,20.0,4,3,5.0,1.3333333333333333,20.0
10709,20.0,4,4,5.0,1.0,20.0
19135,20.0,4,4,5.0,1.0,20.0
1381,20.0,4,4,5.0,1.0,20.0
15140,20.0,4,3,5.0,1.3333333333333333,20.0
17707,20.0,4,1,5.0,4.0,20.0
35634,20.0,4,3,5.0,1.3333333333333333,20.0
14384,20.0,4,1,5.0,4.0,20.0
11853,20.0,4,2,5.0,2.0,20.0
528,20.0,4,2,5.0,2.0,20.0
33222,20.0,4,1,5.0,4.0,20.0
17425,20.0,4,2,5.0,2.0,20.0
30137,20.0,4,2,5.0,2.0,20.0
17595,20.0,4,3,5.0,1.3333333333333333,20.0
6627,20.0,4,3,5.0,1.3333333333333333,20.0
6567,20.0,4,3,5.0,1.3333333333333333,20.0
15199,20.0,4,2,5.0,2.0,20.0
17179,20.0,4,1,5.0,4.0,20.0
29729,20.0,4,1,5.0,4.0,20.0
17229,20.0,4,2,5.0,2.0,20.0
12229,20.0,4,3,5.0,1.3333333333333333,20.0
24748,20.0,4,3,5.0,1.3333333333333333,20.0
6179,20.0,4,2,5.0,2.0,20.0
6176,20.0,4,3,5.0,1.3333333333333333,20.0
6166,20.0,4,3,5.0,1.3333333333333333,20.0
17198,20.0,4,2,5.0,2.0,20.0
13973,20.0,4,2,5.0,2.0,20.0
24775,20.0,4,1,5.0,4.0,20.0
1817,20.0,4,3,5.0,1.3333333333333333,20.0
24857,20.0,4,3,5.0,1.3333333333333333,20.0
14440,20.0,4,4,5.0,1.0,20.0
29615,20.0,4,3,5.0,1.3333333333333333,20.0
18751,20.0,4,2,5.0,2.0,20.0
13969,20.0,4,3,5.0,1.3333333333333333,20.0
12293,20.0,4,4,5.0,1.0,20.0
1892,20.0,4,3,5.0,1.3333333333333333,20.0
9342,20.0,4,2,5.0,2.0,20.0
32585,20.0,4,1,5.0,4.0,20.0
9346,20.0,4,2,5.0,2.0,20.0
34898,20.0,4,3,5.0,1.3333333333333333,20.0
5769,20.0,4,3,5.0,1.3333333333333333,20.0
5731,20.0,4,1,5.0,4.0,20.0
17234,20.0,4,1,5.0,4.0,20.0
24732,20.0,4,2,5.0,2.0,20.0
14098,20.0,4,2,5.0,2.0,20.0
19267,20.0,4,2,5.0,2.0,20.0
1533,20.0,4,1,5.0,4.0,20.0
12070,20.0,4,2,5.0,2.0,20.0
6590,20.0,4,5,5.0,0.8,20.0
12077,20.0,4,3,5.0,1.3333333333333333,20.0
15228,20.0,4,3,5.0,1.3333333333333333,20.0
19065,20.0,4,2,5.0,2.0,20.0
6548,20.0,4,3,5.0,1.3333333333333333,20.0
29897,20.0,4,3,5.0,1.3333333333333333,20.0
6533,20.0,4,2,5.0,2.0,20.0
12099,20.0,4,2,5.0,2.0,20.0
10568,20.0,4,3,5.0,1.3333333333333333,20.0
12150,20.0,4,4,5.0,1.0,20.0
10555,20.0,4,3,5.0,1.3333333333333333,20.0
21043,20.0,4,1,5.0,4.0,20.0
35178,20.0,4,2,5.0,2.0,20.0
35161,20.0,4,1,5.0,4.0,20.0
29799,20.0,4,2,5.0,2.0,20.0
6385,20.0,4,2,5.0,2.0,20.0
24724,20.0,4,3,5.0,1.3333333333333333,20.0
29796,20.0,4,2,5.0,2.0,20.0
35068,20.0,4,3,5.0,1.3333333333333333,20.0
6333,20.0,4,2,5.0,2.0,20.0
29769,20.0,4,3,5.0,1.3333333333333333,20.0
6315,20.0,4,2,5.0,2.0,20.0
9002,20.0,4,2,5.0,2.0,20.0
14216,20.0,4,4,5.0,1.0,20.0
11660,20.0,4,3,5.0,1.3333333333333333,20.0
8020,20.0,4,3,5.0,1.3333333333333333,20.0
8132,20.0,4,3,5.0,1.3333333333333333,20.0
22456,20.0,4,2,5.0,2.0,20.0
11095,20.0,4,2,5.0,2.0,20.0
1085,20.0,4,3,5.0,1.3333333333333333,20.0
11111,20.0,4,5,5.0,0.8,20.0
18561,20.0,4,2,5.0,2.0,20.0
11166,20.0,4,2,5.0,2.0,20.0
22531,20.0,4,2,5.0,2.0,20.0
860,20.0,4,4,5.0,1.0,20.0
11181,20.0,4,4,5.0,1.0,20.0
10886,20.0,4,3,5.0,1.3333333333333333,20.0
8721,20.0,4,4,5.0,1.0,20.0
14892,20.0,4,2,5.0,2.0,20.0
14980,20.0,4,3,5.0,1.3333333333333333,20.0
22643,20.0,4,2,5.0,2.0,20.0
11253,20.0,4,4,5.0,1.0,20.0
8746,20.0,4,3,5.0,1.3333333333333333,20.0
7951,20.0,4,3,5.0,1.3333333333333333,20.0
22745,20.0,4,3,5.0,1.3333333333333333,20.0
18480,20.0,4,1,5.0,4.0,20.0
1127,20.0,4,1,5.0,4.0,20.0
7903,20.0,4,3,5.0,1.3333333333333333,20.0
11261,20.0,4,4,5.0,1.0,20.0
22793,20.0,4,1,5.0,4.0,20.0
18446,20.0,4,4,5.0,1.0,20.0
1136,20.0,4,4,5.0,1.0,20.0
8167,20.0,4,2,5.0,2.0,20.0
11092,20.0,4,2,5.0,2.0,20.0
8199,20.0,4,2,5.0,2.0,20.0
43509,20.0,4,1,5.0,4.0,20.0
21971,20.0,4,2,5.0,2.0,20.0
8582,20.0,4,4,5.0,1.0,20.0
8641,20.0,4,1,5.0,4.0,20.0
14935,20.0,4,3,5.0,1.3333333333333333,20.0
8644,20.0,4,2,5.0,2.0,20.0
22127,20.0,4,4,5.0,1.0,20.0
22135,20.0,4,1,5.0,4.0,20.0
10970,20.0,4,3,5.0,1.3333333333333333,20.0
8489,20.0,4,3,5.0,1.3333333333333333,20.0
18699,20.0,4,2,5.0,2.0,20.0
8412,20.0,4,3,5.0,1.3333333333333333,20.0
8410,20.0,4,1,5.0,4.0,20.0
11029,20.0,4,3,5.0,1.3333333333333333,20.0
8400,20.0,4,1,5.0,4.0,20.0
18693,20.0,4,1,5.0,4.0,20.0
8344,20.0,4,4,5.0,1.0,20.0
14618,20.0,4,4,5.0,1.0,20.0
14920,20.0,4,2,5.0,2.0,20.0
8330,20.0,4,1,5.0,4.0,20.0
14953,20.0,4,3,5.0,1.3333333333333333,20.0
14969,20.0,4,2,5.0,2.0,20.0
22307,20.0,4,3,5.0,1.3333333333333333,20.0
22329,20.0,4,2,5.0,2.0,20.0
22341,20.0,4,3,5.0,1.3333333333333333,20.0
18604,20.0,4,1,5.0,4.0,20.0
21734,20.0,4,2,5.0,2.0,20.0
11289,20.0,4,3,5.0,1.3333333333333333,20.0
17936,20.0,4,3,5.0,1.3333333333333333,20.0
21530,20.0,4,2,5.0,2.0,20.0
11467,20.0,4,2,5.0,2.0,20.0
36278,20.0,4,1,5.0,4.0,20.0
23469,20.0,4,2,5.0,2.0,20.0
14230,20.0,4,2,5.0,2.0,20.0
14361,20.0,4,1,5.0,4.0,20.0
18148,20.0,4,1,5.0,4.0,20.0
18145,20.0,4,3,5.0,1.3333333333333333,20.0
36137,20.0,4,2,5.0,2.0,20.0
682,20.0,4,4,5.0,1.0,20.0
18119,20.0,4,3,5.0,1.3333333333333333,20.0
21536,20.0,4,4,5.0,1.0,20.0
18089,20.0,4,2,5.0,2.0,20.0
35990,20.0,4,2,5.0,2.0,20.0
22952,20.0,4,3,5.0,1.3333333333333333,20.0
18988,20.0,4,3,5.0,1.3333333333333333,20.0
35960,20.0,4,2,5.0,2.0,20.0
18046,20.0,4,3,5.0,1.3333333333333333,20.0
7245,20.0,4,3,5.0,1.3333333333333333,20.0
11636,20.0,4,2,5.0,2.0,20.0
14375,20.0,4,1,5.0,4.0,20.0
8955,20.0,4,3,5.0,1.3333333333333333,20.0
18006,20.0,4,1,5.0,4.0,20.0
29496,20.0,4,3,5.0,1.3333333333333333,20.0
7192,20.0,4,4,5.0,1.0,20.0
14376,20.0,4,4,5.0,1.0,20.0
21393,20.0,4,4,5.0,1.0,20.0
7434,20.0,4,2,5.0,2.0,20.0
23414,20.0,4,1,5.0,4.0,20.0
23408,20.0,4,5,5.0,0.8,20.0
18210,20.0,4,3,5.0,1.3333333333333333,20.0
7780,20.0,4,1,5.0,4.0,20.0
8757,20.0,4,3,5.0,1.3333333333333333,20.0
14248,20.0,4,4,5.0,1.0,20.0
30350,20.0,4,4,5.0,1.0,20.0
23034,20.0,4,3,5.0,1.3333333333333333,20.0
21706,20.0,4,3,5.0,1.3333333333333333,20.0
7709,20.0,4,4,5.0,1.0,20.0
7705,20.0,4,2,5.0,2.0,20.0
31641,20.0,4,3,5.0,1.3333333333333333,20.0
7653,20.0,4,4,5.0,1.0,20.0
778,20.0,4,3,5.0,1.3333333333333333,20.0
23138,20.0,4,3,5.0,1.3333333333333333,20.0
1267,20.0,4,3,5.0,1.3333333333333333,20.0
11341,20.0,4,2,5.0,2.0,20.0
23180,20.0,4,2,5.0,2.0,20.0
18342,20.0,4,4,5.0,1.0,20.0
23282,20.0,4,3,5.0,1.3333333333333333,20.0
735,20.0,4,4,5.0,1.0,20.0
18257,20.0,4,3,5.0,1.3333333333333333,20.0
7525,20.0,4,3,5.0,1.3333333333333333,20.0
23322,20.0,4,4,5.0,1.0,20.0
18939,20.0,4,4,5.0,1.0,20.0
43855,20.0,4,1,5.0,4.0,20.0
30327,20.0,4,3,5.0,1.3333333333333333,20.0
23378,20.0,4,2,5.0,2.0,20.0
20912,20.0,4,3,5.0,1.3333333333333333,20.0
19333,20.0,4,2,5.0,2.0,20.0
34872,20.0,4,3,5.0,1.3333333333333333,20.0
13095,20.0,4,3,5.0,1.3333333333333333,20.0
10247,20.0,4,2,5.0,2.0,20.0
16360,20.0,4,4,5.0,1.0,20.0
16356,20.0,4,2,5.0,2.0,20.0
10203,20.0,4,3,5.0,1.3333333333333333,20.0
34047,20.0,4,1,5.0,4.0,20.0
13070,20.0,4,4,5.0,1.0,20.0
34030,20.0,4,3,5.0,1.3333333333333333,20.0
16335,20.0,4,1,5.0,4.0,20.0
3948,20.0,4,4,5.0,1.0,20.0
26840,20.0,4,3,5.0,1.3333333333333333,20.0
2530,20.0,4,5,5.0,0.8,20.0
16327,20.0,4,3,5.0,1.3333333333333333,20.0
14737,20.0,4,2,5.0,2.0,20.0
34368,20.0,4,2,5.0,2.0,20.0
26978,20.0,4,2,5.0,2.0,20.0
3617,20.0,4,2,5.0,2.0,20.0
9826,20.0,4,2,5.0,2.0,20.0
33996,20.0,4,1,5.0,4.0,20.0
14583,20.0,4,2,5.0,2.0,20.0
46065,20.0,4,1,5.0,4.0,20.0
10174,20.0,4,5,5.0,0.8,20.0
160,20.0,4,3,5.0,1.3333333333333333,20.0
10173,20.0,4,3,5.0,1.3333333333333333,20.0
13252,20.0,4,3,5.0,1.3333333333333333,20.0
14726,20.0,4,3,5.0,1.3333333333333333,20.0
16209,20.0,4,2,5.0,2.0,20.0
13005,20.0,4,3,5.0,1.3333333333333333,20.0
10275,20.0,4,2,5.0,2.0,20.0
26653,20.0,4,1,5.0,4.0,20.0
2424,20.0,4,1,5.0,4.0,20.0
15536,20.0,4,3,5.0,1.3333333333333333,20.0
13821,20.0,4,2,5.0,2.0,20.0
26388,20.0,4,3,5.0,1.3333333333333333,20.0
26402,20.0,4,2,5.0,2.0,20.0
235,20.0,4,3,5.0,1.3333333333333333,20.0
2379,20.0,4,3,5.0,1.3333333333333333,20.0
26409,20.0,4,3,5.0,1.3333333333333333,20.0
2408,20.0,4,4,5.0,1.0,20.0
26482,20.0,4,3,5.0,1.3333333333333333,20.0
12888,20.0,4,4,5.0,1.0,20.0
17098,20.0,4,2,5.0,2.0,20.0
12898,20.0,4,2,5.0,2.0,20.0
20447,20.0,4,4,5.0,1.0,20.0
34270,20.0,4,1,5.0,4.0,20.0
41946,20.0,4,1,5.0,4.0,20.0
4438,20.0,4,1,5.0,4.0,20.0
26585,20.0,4,4,5.0,1.0,20.0
26593,20.0,4,3,5.0,1.3333333333333333,20.0
34255,20.0,4,2,5.0,2.0,20.0
12924,20.0,4,4,5.0,1.0,20.0
12927,20.0,4,4,5.0,1.0,20.0
34226,20.0,4,1,5.0,4.0,20.0
16415,20.0,4,1,5.0,4.0,20.0
28853,20.0,4,3,5.0,1.3333333333333333,20.0
16391,20.0,4,4,5.0,1.0,20.0
13274,20.0,4,4,5.0,1.0,20.0
20243,20.0,4,4,5.0,1.0,20.0
2548,20.0,4,3,5.0,1.3333333333333333,20.0
2653,20.0,4,1,5.0,4.0,20.0
2977,20.0,4,3,5.0,1.3333333333333333,20.0
31261,20.0,4,2,5.0,2.0,20.0
13584,20.0,4,2,5.0,2.0,20.0
2929,20.0,4,4,5.0,1.0,20.0
20034,20.0,4,2,5.0,2.0,20.0
13621,20.0,4,2,5.0,2.0,20.0
2671,20.0,4,1,5.0,4.0,20.0
15642,20.0,4,2,5.0,2.0,20.0
33505,20.0,4,3,5.0,1.3333333333333333,20.0
33475,20.0,4,3,5.0,1.3333333333333333,20.0
13758,20.0,4,4,5.0,1.0,20.0
33437,20.0,4,3,5.0,1.3333333333333333,20.0
10037,20.0,4,1,5.0,4.0,20.0
19986,20.0,4,4,5.0,1.0,20.0
28316,20.0,4,4,5.0,1.0,20.0
15742,20.0,4,2,5.0,2.0,20.0
33360,20.0,4,2,5.0,2.0,20.0
31175,20.0,4,3,5.0,1.3333333333333333,20.0
15716,20.0,4,4,5.0,1.0,20.0
19784,20.0,4,3,5.0,1.3333333333333333,20.0
2774,20.0,4,1,5.0,4.0,20.0
33290,20.0,4,1,5.0,4.0,20.0
33283,20.0,4,2,5.0,2.0,20.0
2735,20.0,4,3,5.0,1.3333333333333333,20.0
13752,20.0,4,3,5.0,1.3333333333333333,20.0
33168,20.0,4,3,5.0,1.3333333333333333,20.0
15979,20.0,4,2,5.0,2.0,20.0
16168,20.0,4,3,5.0,1.3333333333333333,20.0
15991,20.0,4,4,5.0,1.0,20.0
13290,20.0,4,4,5.0,1.0,20.0
20237,20.0,4,2,5.0,2.0,20.0
2562,20.0,4,4,5.0,1.0,20.0
16160,20.0,4,2,5.0,2.0,20.0
9901,20.0,4,4,5.0,1.0,20.0
13340,20.0,4,1,5.0,4.0,20.0
13399,20.0,4,1,5.0,4.0,20.0
27411,20.0,4,3,5.0,1.3333333333333333,20.0
3258,20.0,4,3,5.0,1.3333333333333333,20.0
16144,20.0,4,2,5.0,2.0,20.0
13418,20.0,4,3,5.0,1.3333333333333333,20.0
9917,20.0,4,2,5.0,2.0,20.0
20160,20.0,4,4,5.0,1.0,20.0
3189,20.0,4,3,5.0,1.3333333333333333,20.0
20149,20.0,4,2,5.0,2.0,20.0
13459,20.0,4,4,5.0,1.0,20.0
3125,20.0,4,1,5.0,4.0,20.0
9965,20.0,4,1,5.0,4.0,20.0
13521,20.0,4,2,5.0,2.0,20.0
33755,20.0,4,3,5.0,1.3333333333333333,20.0
13768,20.0,4,2,5.0,2.0,20.0
16037,20.0,4,2,5.0,2.0,20.0
31290,20.0,4,3,5.0,1.3333333333333333,20.0
27822,20.0,4,1,5.0,4.0,20.0
20077,20.0,4,2,5.0,2.0,20.0
34350,20.0,4,3,5.0,1.3333333333333333,20.0
34303,20.0,4,3,5.0,1.3333333333333333,20.0
34370,20.0,4,2,5.0,2.0,20.0
34620,20.0,4,3,5.0,1.3333333333333333,20.0
10396,20.0,4,4,5.0,1.0,20.0
12510,20.0,4,2,5.0,2.0,20.0
400,20.0,4,3,5.0,1.3333333333333333,20.0
20811,20.0,4,4,5.0,1.0,20.0
14832,20.0,4,2,5.0,2.0,20.0
16821,20.0,4,2,5.0,2.0,20.0
32749,20.0,4,2,5.0,2.0,20.0
5187,20.0,4,3,5.0,1.3333333333333333,20.0
25648,20.0,4,2,5.0,2.0,20.0
25686,20.0,4,4,5.0,1.0,20.0
5175,20.0,4,3,5.0,1.3333333333333333,20.0
5163,20.0,4,4,5.0,1.0,20.0
16792,20.0,4,1,5.0,4.0,20.0
4925,20.0,4,3,5.0,1.3333333333333333,20.0
16787,20.0,4,2,5.0,2.0,20.0
5066,20.0,4,2,5.0,2.0,20.0
16775,20.0,4,2,5.0,2.0,20.0
34373,20.0,4,3,5.0,1.3333333333333333,20.0
20745,20.0,4,2,5.0,2.0,20.0
5015,20.0,4,2,5.0,2.0,20.0
2152,20.0,4,2,5.0,2.0,20.0
